# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,
# Sun Sep  2 18:32:36 2018,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_hostname:   Host Name,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_letter:     Planet Letter,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_name:       Planet Name,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_discmethod: Discovery Method,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_disc:       Year of Discovery,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_orbper:     Orbital Period [days],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_eccen:      Eccentricity,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_bmassj:     Planet Mass or M*sin(i) [Jupiter mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_rade:       Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_radj:       Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_rads:       Planet Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_dens:       Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_eqt:        Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_snum:       Number of Stars in System,,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_dist:       Distance [pc],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_mass:       Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_rad:        Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_age:        Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,,,
# COLUMN rmk_cust:        Mock Purchased,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_disc,fpl_orbper,fpl_eccen,fpl_bmasse,fpl_bmassj,fpl_rade,fpl_radj,fpl_rads,fpl_dens,fpl_eqt,fpl_snum,fst_dist,fst_lum,fst_mass,fst_rad,fst_age,rmk_cust
891,K2-182,b,K2-182 b,Transit,2018,4.736884,,8.08,0.0254,2.767,0.247,0.025,2.1,,1,,-0.399,0.85,0.79,,
892,K2-183,b,K2-183 b,Transit,2018,0.469269,,7.27,0.0229,2.599,0.232,0.024,2.27,,1,,-0.207,0.94,0.87,,
893,K2-183,c,K2-183 c,Transit,2018,10.793471,,6.85,0.0216,2.511,0.224,0.023,2.38,,1,,-0.207,0.94,0.87,,
894,K2-183,d,K2-183 d,Transit,2018,22.629496,,6.99,0.022,2.541,0.227,0.023,2.34,,1,,-0.207,0.94,0.87,,
895,K2-184,b,K2-184 b,Transit,2018,16.993435,,2.98,0.00938,1.538,0.137,0.014,4.5,,1,,-0.397,0.82,0.76,,
896,K2-185,b,K2-185 b,Transit,2018,10.616646,,2.28,0.00717,1.313,0.117,0.012,5.54,,1,,-0.092,0.98,0.91,,
897,K2-186,b,K2-186 b,Transit,2018,41.474219,,10.2,0.0321,3.172,0.283,0.029,1.76,,1,,-0.013,1.02,0.98,,
898,K2-187,b,K2-187 b,Transit,2018,0.773981,,2.49,0.00784,1.383,0.123,0.013,5.17,,1,,-0.187,0.97,0.89,,
899,K2-187,c,K2-187 c,Transit,2018,2.871788,,3.54,0.0111,1.701,0.152,0.016,3.96,,1,,-0.187,0.97,0.89,,
900,K2-187,d,K2-187 d,Transit,2018,7.149079,,10.5,0.0329,3.221,0.287,0.03,1.73,,1,,-0.187,0.97,0.89,,
901,K2-187,e,K2-187 e,Transit,2018,13.608341,,5.71,0.018,2.255,0.201,0.021,2.73,,1,,-0.187,0.97,0.89,,
902,K2-188,b,K2-188 b,Transit,2018,1.742983,,2.12,0.00668,1.259,0.112,0.012,5.84,,1,,0.153,1.11,1.11,,
903,K2-188,c,K2-188 c,Transit,2018,7.807595,,7.39,0.0233,2.625,0.234,0.024,2.24,,1,,0.153,1.11,1.11,,
904,K2-189,b,K2-189 b,Transit,2018,5.1763,,2.9,0.00912,1.512,0.135,0.014,4.61,,1,,-0.211,0.93,0.86,,
905,K2-189,c,K2-189 c,Transit,2018,6.67934,,6.73,0.0212,2.484,0.222,0.023,2.41,,1,,-0.211,0.93,0.86,,
906,K2-19,b,K2-19 b,Transit,2015,7.9194,0.119,28.5,0.08967,7.74,0.691,0.071,0.334,854,1,,-0.237,0.93,0.86,8,
907,K2-19,c,K2-19 c,Transit,2015,11.90715,0,15.9,0.05003,4.86,0.434,0.045,0.94,745,1,,-0.237,0.93,0.86,8,
908,K2-19,d,K2-19 d,Transit,2016,2.50856,0,14,0.04405,1.14,0.102,0.01,51.4,1252,1,,-0.237,0.93,0.86,8,
909,K2-190,b,K2-190 b,Transit,2018,10.098858,,2.41,0.00758,1.357,0.121,0.012,5.3,,1,,-0.122,0.9,0.91,,
910,K2-190,c,K2-190 c,Transit,2018,21.574023,,1.34,0.00421,1.093,0.098,0.01,5.64,,1,,-0.122,0.9,0.91,,
911,K2-191,b,K2-191 b,Transit,2018,2.858646,,3.12,0.00981,1.579,0.141,0.014,4.36,,1,,-0.34,0.9,0.84,,
912,K2-192,b,K2-192 b,Transit,2018,4.163221,,3.1,0.00977,1.575,0.14,0.014,4.36,,1,,-0.327,0.87,0.83,,
913,K2-193,b,K2-193 b,Transit,2018,14.787207,,15.2,0.0478,4.015,0.358,0.037,1.29,,1,,-0.083,0.99,0.96,,
914,K2-194,b,K2-194 b,Transit,2018,39.721386,,12.9,0.0405,3.642,0.325,0.033,1.47,,1,,0.277,1.11,1.28,,
915,K2-195,b,K2-195 b,Transit,2018,15.853543,,8.96,0.0282,2.94,0.262,0.027,1.94,,1,,-0.103,0.96,0.91,,
916,K2-195,c,K2-195 c,Transit,2018,28.482786,,7.16,0.0225,2.576,0.23,0.024,2.3,,1,,-0.103,0.96,0.91,,
917,K2-196,b,K2-196 b,Transit,2018,48.324222,,12.6,0.0397,3.6,0.321,0.033,1.48,,1,,0.455,1.16,1.54,,
918,K2-197,b,K2-197 b,Transit,2018,8.357954,,6.81,0.0214,2.502,0.223,0.023,2.39,,1,,-0.11,0.97,0.91,,
919,K2-198,b,K2-198 b,Transit,2018,17.043179,,15.9,0.05,4.119,0.367,0.038,1.25,,1,,-0.378,0.84,0.78,,
920,K2-199,b,K2-199 b,Transit,2018,3.225423,,4.2,0.0132,1.882,0.168,0.017,3.46,,1,,-0.715,0.71,0.67,,
921,K2-199,c,K2-199 c,Transit,2018,7.374497,,8.43,0.0265,2.837,0.253,0.026,2.03,,1,,-0.715,0.71,0.67,,
922,K2-200,b,K2-200 b,Transit,2018,2.849883,,2.43,0.00766,1.364,0.122,0.013,5.26,,1,,-0.373,0.86,0.79,,
923,K2-201,b,K2-201 b,Transit,2018,1.05979,,2.54,0.008,1.4,0.125,0.013,5.09,,1,,-0.194,0.96,0.88,,
924,K2-201,c,K2-201 c,Transit,2018,22.779878,,10.8,0.034,3.286,0.293,0.03,1.67,,1,,-0.194,0.96,0.88,,
925,K2-202,b,K2-202 b,Transit,2018,3.405164,,5.91,0.0186,2.302,0.205,0.021,2.66,,1,,-0.167,0.97,0.91,,
926,K2-203,b,K2-203 b,Transit,2018,9.695101,,2.45,0.00772,1.371,0.122,0.013,5.23,,1,,-0.484,0.79,0.76,,
927,K2-204,b,K2-204 b,Transit,2018,7.055784,,9.51,0.0299,3.046,0.272,0.028,1.85,,1,,0.138,1.01,1.18,,
928,K2-205,b,K2-205 b,Transit,2018,26.672263,,4.64,0.0146,1.996,0.178,0.018,3.21,,1,,0.101,0.95,1.08,,
929,K2-206,b,K2-206 b,Transit,2018,18.294549,,8.22,0.0259,2.795,0.249,0.026,2.07,,1,,-0.475,0.79,0.76,,
930,K2-207,b,K2-207 b,Transit,2018,12.48749,,7.3,0.023,2.606,0.232,0.024,2.27,,1,,-0.141,0.94,0.93,,
931,K2-208,b,K2-208 b,Transit,2018,4.190948,,3.46,0.0109,1.679,0.15,0.015,4.02,,1,,-0.186,0.93,0.86,,
932,K2-209,b,K2-209 b,Transit,2018,2.080615,,0.586,0.00184,0.869,0.077,0.008,4.92,,1,,-0.644,0.74,0.71,,
933,K2-21,b,K2-21 b,Transit,2015,9.325038,0.1,4.04,0.0127,1.84,0.164,0.017,2.7,500,1,,-0.921,0.68,0.65,1,
934,K2-21,c,K2-21 c,Transit,2015,15.50192,0.21,6.76,0.0213,2.49,0.222,0.023,5.4,420,1,,-0.921,0.68,0.65,1,
935,K2-210,b,K2-210 b,Transit,2018,0.570233,,0.474,0.00149,0.819,0.073,0.008,4.75,,1,,-0.256,0.91,0.85,,
936,K2-211,b,K2-211 b,Transit,2018,0.669558,,2.46,0.00775,1.375,0.123,0.013,5.2,,1,,-0.351,0.88,0.82,,
937,K2-212,b,K2-212 b,Transit,2018,9.7954,,6.31,0.0199,2.393,0.213,0.022,2.53,,1,,-0.938,0.62,0.6,,
938,K2-213,b,K2-213 b,Transit,2018,8.13087,,2.9,0.00913,1.514,0.135,0.014,4.59,,1,,0.169,1.07,1.2,,
939,K2-214,b,K2-214 b,Transit,2018,8.596531,,5.54,0.0174,2.216,0.198,0.02,2.8,,1,,0.1,1.02,1.12,,
940,K2-215,b,K2-215 b,Transit,2018,8.269648,,5.16,0.0162,2.124,0.189,0.019,2.96,,1,,-0.043,1,0.97,,
941,K2-216,b,K2-216 b,Transit,2018,2.174789,,3.46,0.0109,1.678,0.15,0.015,4.02,,1,,-0.751,0.7,0.67,,
942,K2-217,b,K2-217 b,Transit,2018,14.074524,,12.5,0.0393,3.579,0.319,0.033,1.5,,1,,0.308,1.1,1.33,,
943,K2-218,b,K2-218 b,Transit,2018,8.679885,,7.13,0.0224,2.569,0.229,0.024,2.31,,1,,0.003,1.05,1.01,,
944,K2-219,b,K2-219 b,Transit,2018,3.901287,,2.38,0.0075,1.348,0.12,0.012,5.34,,1,,0.145,1.02,1.19,,
945,K2-219,c,K2-219 c,Transit,2018,6.66767,,2.66,0.00837,1.438,0.128,0.013,4.91,,1,,0.145,1.02,1.19,,
946,K2-219,d,K2-219 d,Transit,2018,11.137278,,7.16,0.0225,2.576,0.23,0.024,2.3,,1,,0.145,1.02,1.19,,
947,K2-22,b,K2-22 b,Transit,2015,0.381078,0.19,444.962,1.4,2.5,0.223,0.023,,2100,1,,-1.2,0.6,0.57,,
948,K2-220,b,K2-220 b,Transit,2018,13.682511,,5.54,0.0174,2.215,0.198,0.02,2.8,,1,,-0.116,0.96,0.93,,
949,K2-221,b,K2-221 b,Transit,2018,2.399094,,3.46,0.0109,1.679,0.15,0.015,4.02,,1,,-0.063,1.01,0.95,,
950,K2-222,b,K2-222 b,Transit,2018,15.388825,,5.57,0.0175,2.223,0.198,0.02,2.79,,1,,0.083,0.95,1.04,,
951,K2-223,b,K2-223 b,Transit,2018,0.50565,,0.64,0.00201,0.89,0.079,0.008,4.99,2271,1,201.1,0.011,1.06,0.99,,
952,K2-223,c,K2-223 c,Transit,2018,4.56327,,3.09,0.00972,1.57,0.14,0.014,4.39,1091,1,201.1,0.011,1.06,0.99,,
953,K2-224,b,K2-224 b,Transit,2018,4.47904,,3.05,0.00961,1.56,0.139,0.014,4.41,1002,1,277.7,-0.241,0.91,0.84,,
954,K2-224,c,K2-224 c,Transit,2018,10.09489,,6.39,0.0201,2.41,0.215,0.022,2.51,764,1,277.7,-0.241,0.91,0.84,,
955,K2-225,b,K2-225 b,Transit,2018,15.87209,,12,0.0377,3.49,0.311,0.032,1.55,902,1,360.3,0.452,1.27,1.7,,
956,K2-226,b,K2-226 b,Transit,2018,3.27108,,2.99,0.0094,1.54,0.137,0.014,4.5,1120,1,211.2,-0.189,0.88,0.91,,
957,K2-227,b,K2-227 b,Transit,2018,13.621832,,3.41,0.0107,1.666,0.149,0.015,4.06,,1,,-0.13,0.95,0.89,,
958,K2-228,b,K2-228 b,Transit,2018,2.69828,,1.92,0.00606,1.21,0.108,0.011,5.96,914,1,142.4,-0.725,0.71,0.65,,
959,K2-229,b,K2-229 b,Transit,2018,0.58426,0,2.59,0.00815,1.14,0.102,0.01,8.9,1818,1,103.8,-0.347,0.87,0.79,5.4,
960,K2-229,c,K2-229 c,Transit,2018,8.32727,0,21.3,0.06702,2.03,0.181,0.019,12.8,750,1,103.8,-0.347,0.87,0.79,5.4,
961,K2-230,b,K2-230 b,Transit,2018,2.86041,,4.5,0.0142,1.96,0.175,0.018,3.28,1529,1,548.9,0.338,1.11,1.39,,
962,K2-231,b,K2-231 b,Transit,2018,13.841901,,6.8,0.0214,2.5,0.223,0.023,2.39,,1,295,-0.067,1.01,0.95,3,
963,K2-232,b,K2-232 b,Transit,2018,11.168454,0.258,126.49634,0.398,11.209,1,0.103,0.405,1030,1,129.97,0.238,1.19,1.16,1.43,
964,K2-233,b,K2-233 b,Transit,2018,2.46746,0,2.54,0.00798,1.398,0.125,0.013,5.11,1040,1,69,-0.523,0.8,0.74,0.36,
965,K2-233,c,K2-233 c,Transit,2018,7.06142,0,2.34,0.00738,1.335,0.119,0.012,5.4,728,1,69,-0.523,0.8,0.74,0.36,
966,K2-233,d,K2-233 d,Transit,2018,24.3662,0,7.46,0.0235,2.64,0.236,0.024,2.23,482,1,69,-0.523,0.8,0.74,0.36,
967,K2-237,b,K2-237 b,Transit,2018,2.18056,0,508.528,1.6,18.495,1.65,0.169,0.44,1884,1,458,0.285,1.28,1.43,2.55,
968,K2-238,b,K2-238 b,Transit,2018,3.20466,0,273.3338,0.86,14.572,1.3,0.134,0.56,1587,1,453,0.36,1.19,1.59,5.63,
969,K2-239,b,K2-239 b,Transit,2018,5.24,,1.4,0.0044,1.1,0.098,0.01,5.78,502,1,49,-1.796,0.4,0.36,,
970,K2-239,c,K2-239 c,Transit,2018,7.775,,0.9,0.00283,1,0.089,0.009,4.95,427,1,49,-1.796,0.4,0.36,,
971,K2-239,d,K2-239 d,Transit,2018,10.115,,1.3,0.00409,1.1,0.098,0.01,5.37,399,1,49,-1.796,0.4,0.36,,
972,K2-24,b,K2-24 b,Transit,2016,20.88508,0,19.8,0.0623,5.83,0.52,0.053,0.59,709,1,,0.158,1.12,1.21,5.1,
973,K2-24,c,K2-24 c,Transit,2016,42.36342,0,26,0.0818,8.1,0.723,0.074,0.3,560,1,,0.158,1.12,1.21,5.1,
974,K2-240,b,K2-240 b,Transit,2018,6.034,,5,0.01573,2,0.178,0.018,3.43,586,1,70,-1.276,0.58,0.54,,
975,K2-240,c,K2-240 c,Transit,2018,20.523,,4.6,0.01447,1.8,0.161,0.016,4.33,389,1,70,-1.276,0.58,0.54,,
976,K2-241,b,K2-241 b,Transit,2018,26.8199,,7.04,0.0221,2.55,0.227,0.023,2.33,507,1,149.6,-0.446,0.71,0.75,,
977,K2-242,b,K2-242 b,Transit,2018,6.51389,,6.99,0.022,2.54,0.227,0.023,2.34,416,1,109.6,-1.75,0.38,0.37,,
978,K2-243,b,K2-243 b,Transit,2018,11.54182,,5.35,0.0168,2.17,0.194,0.02,2.88,1035,1,269.2,0.427,1.29,1.39,,
979,K2-243,c,K2-243 c,Transit,2018,24.94598,,4.7,0.0148,2.01,0.179,0.018,3.18,801,1,269.2,0.427,1.29,1.39,,
980,K2-244,b,K2-244 b,Transit,2018,21.06884,,3.71,0.0117,1.75,0.156,0.016,3.8,638,1,214,-0.118,0.86,0.92,,
981,K2-245,b,K2-245 b,Transit,2018,11.89307,,17.4,0.0546,4.34,0.387,0.04,1.17,923,1,463.4,0.172,0.83,1.25,,
982,K2-246,b,K2-246 b,Transit,2018,5.76918,,12,0.0377,3.49,0.311,0.032,1.55,977,1,723.1,-0.151,0.87,0.94,,
983,K2-247,b,K2-247 b,Transit,2018,2.25021,,5.14,0.0162,2.12,0.189,0.019,2.96,979,1,260.2,-0.882,0.74,0.69,,
984,K2-247,c,K2-247 c,Transit,2018,6.49424,,5.43,0.0171,2.19,0.195,0.02,2.84,688,1,260.2,-0.882,0.74,0.69,,
985,K2-248,b,K2-248 b,Transit,2018,7.17256,,7.13,0.0224,2.57,0.229,0.024,2.31,886,1,410.5,-0.189,0.88,0.92,,
986,K2-249,b,K2-249 b,Transit,2018,12.409,,8.2,0.0258,2.79,0.249,0.026,2.07,1061,1,528.3,0.336,1.32,1.57,,
987,K2-25,b,K2-25 b,Transit,2015,3.484552,0.27,11.6,0.0366,3.43,0.306,0.031,1.58,,1,,-2.076,0.29,0.29,,
988,K2-250,b,K2-250 b,Transit,2018,4.01457,,6.53,0.0205,2.44,0.218,0.022,2.47,958,1,417.6,-0.426,0.8,0.81,,
989,K2-251,b,K2-251 b,Transit,2018,9.30075,,6.12,0.0193,2.35,0.21,0.022,2.59,437,1,147.7,-1.342,0.52,0.49,,
990,K2-252,b,K2-252 b,Transit,2018,13.81513,,3.68,0.0116,1.74,0.155,0.016,3.84,639,1,229.9,-0.408,0.79,0.82,,
991,K2-253,b,K2-253 b,Transit,2018,4.00167,,,,12.67,1.13,0.116,,1238,1,901.8,-0.077,1.08,1.1,,
992,K2-254,b,K2-254 b,Transit,2018,4.09639,,3.29,0.0104,1.63,0.145,0.015,4.17,791,1,229.4,-0.822,0.71,0.67,,
993,K2-254,c,K2-254 c,Transit,2018,12.11839,,5.43,0.0171,2.19,0.195,0.02,2.84,551,1,229.4,-0.822,0.71,0.67,,
994,K2-255,b,K2-255 b,Transit,2018,1.96417,,8.75,0.0275,2.9,0.259,0.027,1.97,1034,1,192.4,-0.79,0.71,0.69,,
995,K2-256,b,K2-256 b,Transit,2018,5.52011,,7.41,0.0233,2.63,0.235,0.024,2.24,845,1,580.5,-0.469,0.84,0.78,,
996,K2-257,b,K2-257 b,Transit,2018,1.60588,,0.498,0.00157,0.83,0.074,0.008,4.79,789,1,64.1,-1.36,0.52,0.5,,
997,K2-258,b,K2-258 b,Transit,2018,19.0921,,9.27,0.0292,3,0.268,0.027,1.89,831,1,675.2,0.272,1.21,1.31,,
998,K2-259,b,K2-259 b,Transit,2018,15.48043,,5.99,0.0189,2.32,0.207,0.021,2.64,795,1,422.1,0.167,1.14,1.13,,
999,K2-26,b,K2-26 b,Transit,2016,14.5665,,7.61,0.0239,2.67,0.238,0.024,2.2,430,1,,-1.31,0.56,0.52,1,
1000,K2-260,b,K2-260 b,Transit,2018,2.6266657,0,451.3186,1.42,17.396,1.552,0.159,0.5,1957,1,676.32,0.543,1.39,1.69,1.9,
1001,K2-261,b,K2-261 b,Transit,2018,11.63344,0.39,70.87609,0.223,9.528,0.85,0.087,0.483,1080,1,214.58,0.372,1.1,1.65,8.8,
1002,K2-27,b,K2-27 b,Transit,2016,6.771315,0.251,30.9,0.09722,4.48,0.4,0.041,1.87,902,1,,-0.271,0.87,0.89,10.3,
1003,K2-28,b,K2-28 b,Transit,2016,2.260455,0,5.99,0.0189,2.32,0.207,0.021,2.64,568,1,,-2.1,0.26,0.29,,
1004,K2-29,b,K2-29 b,Transit,2016,3.2588321,0.066,232.0159,0.73,13.339,1.19,0.122,0.53,1171,2,,-0.427,0.94,0.86,2.6,
1005,K2-3,b,K2-3 b,Transit,2015,10.05449,0.06,8.1,0.02549,2.18,0.194,0.02,4.32,463,1,,-1.19,0.6,0.56,1,
1006,K2-3,c,K2-3 c,Transit,2015,24.64354,0.04,2.1,0.00661,1.85,0.165,0.017,1.82,344,1,,-1.19,0.6,0.56,1,
1007,K2-3,d,K2-3 d,Transit,2015,44.55983,0.045,7.5,0.0236,1.51,0.135,0.014,17.5,282,1,,-1.19,0.6,0.56,1,
1008,K2-30,b,K2-30 b,Transit,2016,4.098503,0,184.02357,0.579,11.646,1.039,0.107,0.64,1092,1,,-0.256,0.9,0.84,3.9,
1009,K2-31,b,K2-31 b,Transit,2016,1.25785,0,563.83042,1.774,11.882,1.06,0.109,1.85,,1,,-0.37,0.91,0.78,,
1010,K2-32,b,K2-32 b,Transit,2016,8.99213,0,16.5,0.05191,5.13,0.458,0.047,0.67,817,1,,-0.302,0.86,0.84,7.9,
1011,K2-32,c,K2-32 c,Transit,2016,20.6602,0,12.1,0.03807,3.01,0.269,0.028,2.7,619,1,,-0.302,0.86,0.84,7.9,
1012,K2-32,d,K2-32 d,Transit,2016,31.7154,0,10.3,0.03241,3.43,0.306,0.031,1.38,537,1,,-0.302,0.86,0.84,7.9,
1013,K2-33,b,K2-33 b,Transit,2016,5.424865,0,1175.971,3.7,5.04,0.45,0.046,,850,1,,-0.824,0.56,1.05,0.009,
1014,K2-34,b,K2-34 b,Transit,2016,2.99561,0,352.7913,1.11,11.994,1.07,0.11,0.94,1715,1,,0.471,0.64,1.22,2.88,
1015,K2-35,b,K2-35 b,Transit,2016,5.608352,0.12,4.38,0.0138,1.93,0.172,0.018,3.35,979,1,,-0.886,0.7,0.62,,
1016,K2-35,c,K2-35 c,Transit,2016,2.399964,0.13,2.3,0.00724,1.32,0.118,0.012,5.5,737,1,,-0.886,0.7,0.62,,
1017,K2-36,b,K2-36 b,Transit,2016,1.42266,,2.3,0.00724,1.32,0.118,0.012,5.5,1232,1,,-0.537,0.8,0.74,,
1018,K2-36,c,K2-36 c,Transit,2016,5.34059,,8.25,0.0259,2.8,0.25,0.026,2.07,793,1,,-0.537,0.8,0.74,,
1019,K2-37,b,K2-37 b,Transit,2016,4.44117,,3.22,0.0101,1.61,0.144,0.015,4.24,974,1,,-0.252,0.9,0.85,,
1020,K2-37,c,K2-37 c,Transit,2016,6.42904,,8,0.0252,2.75,0.245,0.025,2.11,861,1,,-0.252,0.9,0.85,,
1021,K2-37,d,K2-37 d,Transit,2016,14.09189,,7.9,0.0249,2.73,0.244,0.025,2.13,663,1,,-0.252,0.9,0.85,,
1022,K2-38,b,K2-38 b,Transit,2016,4.01593,,19.0698,0.06,1.906,0.17,0.017,17.5,1184,1,,0.276,2.24,1.38,,
1023,K2-38,c,K2-38 c,Transit,2016,10.56103,,9.9,0.03115,2.42,0.216,0.022,3.6,858,1,,0.276,2.24,1.38,,
1024,K2-39,b,K2-39 b,Transit,2016,4.60543,0,28.6047,0.09,6.277,0.56,0.058,0.5,1670,1,,0.655,0.66,2.97,3.09,
1025,K2-4,b,K2-4 b,Transit,2015,10.003417,0.08,5.06,0.0159,2.1,0.187,0.019,3,563,1,,-1.12,0.64,0.57,,
1026,K2-42,b,K2-42 b,Transit,2016,6.68796,,5.27,0.0166,2.15,0.192,0.02,2.91,,1,,-0.772,0.7,0.64,,
1027,K2-43,b,K2-43 b,Transit,2016,3.471341,0.07,20.2,0.0636,4.75,0.424,0.044,1.04,,1,,-1.15,0.6,0.59,,
1028,K2-44,b,K2-44 b,Transit,2016,5.65688,,7.85,0.0247,2.72,0.243,0.025,2.14,,1,,0.44,1.15,1.58,,
1029,K2-45,b,K2-45 b,Transit,2016,1.7292684,0.1,36.4,0.114,6.71,0.599,0.061,0.662,,1,,-1.3,0.5,0.45,,
1030,K2-46,b,K2-46 b,Transit,2016,19.1541,,4.86,0.0153,2.05,0.183,0.019,3.1,,1,,0.362,0.96,1.29,,
1031,K2-47,b,K2-47 b,Transit,2016,31.6372,,4.23,0.0133,1.89,0.169,0.017,3.44,,1,,-0.469,0.75,0.76,,
1032,K2-48,b,K2-48 b,Transit,2016,20.5065,,5.65,0.0178,2.24,0.2,0.021,2.76,,1,,-0.558,0.77,0.73,,
1033,K2-49,b,K2-49 b,Transit,2016,2.77065,,4.38,0.0138,1.93,0.172,0.018,3.35,,1,,-1.26,0.51,0.45,,
1034,K2-5,b,K2-5 b,Transit,2015,5.73594,,4.31,0.0136,1.91,0.17,0.018,3.4,565,1,,-1.16,0.61,0.57,,
1035,K2-5,c,K2-5 c,Transit,2015,10.93241,,5.73,0.018,2.26,0.202,0.021,2.73,456,1,,-1.16,0.61,0.57,,
1036,K2-50,b,K2-50 b,Transit,2016,8.7529,,3.15,0.00993,1.59,0.142,0.015,4.31,,1,,-1.03,0.61,0.55,,
1037,K2-52,b,K2-52 b,Transit,2016,3.53482,,,,11.1,0.99,0.102,,,1,,0.447,1.21,1.49,,
1038,K2-53,b,K2-53 b,Transit,2016,12.2054,,6.8,0.0214,2.5,0.223,0.023,2.39,,1,,-0.299,0.83,0.85,,
1039,K2-54,b,K2-54 b,Transit,2016,9.7843,,1.6,0.00505,1.15,0.103,0.011,5.78,,1,,-1.56,0.42,0.38,,
1040,K2-55,b,K2-55 b,Transit,2016,2.849258,0.07,14,0.044,3.82,0.341,0.035,1.38,,1,,-0.85,0.7,0.63,,
1041,K2-57,b,K2-57 b,Transit,2016,9.0063,,5.06,0.0159,2.1,0.187,0.019,3,,1,,-0.871,0.68,0.62,,
1042,K2-58,b,K2-58 b,Transit,2016,7.05254,,7.65,0.0241,2.68,0.239,0.025,2.18,,1,,-0.242,0.89,0.86,,
1043,K2-58,c,K2-58 c,Transit,2016,2.53726,,3.26,0.0102,1.62,0.145,0.015,4.21,,1,,-0.242,0.89,0.86,,
1044,K2-58,d,K2-58 d,Transit,2016,22.8827,,3.57,0.0112,1.71,0.153,0.016,3.92,,1,,-0.242,0.89,0.86,,
1045,K2-59,b,K2-59 b,Transit,2016,20.6921,,6.39,0.0201,2.41,0.215,0.022,2.51,,1,,-0.502,0.77,0.73,,
1046,K2-59,c,K2-59 c,Transit,2016,11.2954,,5.9,0.0186,2.3,0.205,0.021,2.66,,1,,-0.502,0.77,0.73,,
1047,K2-6,b,K2-6 b,Transit,2015,30.94191,,6.8,0.0214,2.5,0.223,0.023,2.39,615,1,,-0.011,0.97,0.96,,
1048,K2-60,b,K2-60 b,Transit,2016,3.00265,0,135.39558,0.426,7.656,0.683,0.07,1.7,1400,1,,0.015,0.97,1.12,10,
1049,K2-61,b,K2-61 b,Transit,2016,2.57302,,6.71,0.0211,2.48,0.221,0.023,2.42,,1,,0.418,1.21,1.36,,
1050,K2-62,b,K2-62 b,Transit,2016,6.67202,,5.22,0.0164,2.14,0.191,0.02,2.93,,1,,-0.564,0.77,0.73,,
1051,K2-62,c,K2-62 c,Transit,2016,16.1966,,5.22,0.0164,2.14,0.191,0.02,2.93,,1,,-0.564,0.77,0.73,,
1052,K2-63,b,K2-63 b,Transit,2016,20.257,,10.5,0.0329,3.22,0.287,0.03,1.73,,1,,0.702,1.4,1.63,,
1053,K2-64,b,K2-64 b,Transit,2016,6.53044,,4.94,0.0155,2.07,0.185,0.019,3.06,,1,,-0.422,0.74,0.73,,
1054,K2-65,b,K2-65 b,Transit,2016,12.6475,,3.12,0.00982,1.58,0.141,0.014,4.35,,1,78.06,-0.328,0.87,0.84,,
1055,K2-66,b,K2-66 b,Transit,2016,5.06963,,21.3,0.06702,2.49,0.222,0.023,7.8,1372,1,,0.48,1.11,1.67,,
1056,K2-68,b,K2-68 b,Transit,2016,8.05428,,3.12,0.00982,1.58,0.141,0.014,4.35,,1,,-0.681,0.73,0.68,,
1057,K2-69,b,K2-69 b,Transit,2016,7.06599,,5.99,0.0189,2.32,0.207,0.021,2.64,,1,,-1.2,0.55,0.49,,
1058,K2-7,b,K2-7 b,Transit,2015,28.67992,,7.61,0.0239,2.67,0.238,0.024,2.2,651,1,,-0.035,0.97,0.96,,
1059,K2-70,b,K2-70 b,Transit,2016,13.97896,,8.7,0.0274,2.89,0.258,0.026,1.98,,1,,-0.108,0.94,0.93,,
